,id,type,x_coord,y_coord,total_diff,mean_diff,max_diff
9,7838,outlet,835.8,1985.64,1.390166361957455,0.12637876017795044,0.2400000000000002
10,7881,outlet,835.8,1903.32,0.828359414947001,0.07530540135881827,0.2400000000000002
11,7930,outlet,1000.32,1970.64,1.0210274058411466,0.09282067325828605,0.2400000000000002
12,7935,outlet,1000.32,1985.64,2.4215794468742997,0.22014358607948178,0.3394112549695425
13,7967,outlet,1034.04,1891.56,0.4747054129658217,0.043155037542347424,0.2400000000000002
14,7982,outlet,1074.6,1856.76,1.4782634971826667,0.1343875906529697,0.2400000000000002
15,8175,outlet,1091.52,1601.52,0.7228832102271512,0.06571665547519556,0.1971721382295506
16,8183,outlet,1077.0,1381.2,2.165571394852214,0.19687012680474672,0.3331254508680077
17,8368,outlet,902.28,848.64,2.025351101744377,0.184122827431307,0.3394112549695425
18,8444,outlet,1125.72,1891.68,2.5325769006501684,0.23023426369546984,0.3394112549695425
19,8452,outlet,1207.8,1856.76,1.4782634971826667,0.1343875906529697,0.2400000000000002
20,8477,outlet,1292.76,1891.68,1.8064485918049566,0.16422259925499605,0.2830999735027486
21,8491,outlet,1336.44,1856.76,0.828359414947001,0.07530540135881827,0.2400000000000002
22,8610,outlet,1337.4,1601.64,1.7624102641948047,0.16021911492680044,0.2830999735027486
23,8817,outlet,1204.2,871.32,1.4763099797112025,0.13420999815556386,0.2830999735027486
24,9044,outlet,850.56,578.4,1.5664485918049564,0.14240441743681423,0.2830999735027486
25,9056,outlet,1402.32,751.92,0.8047359910650425,0.07315781736954931,0.2158042185913276
26,9065,outlet,1135.44,782.64,1.4216100458620486,0.12923727689654987,0.3384483861556191
27,9076,outlet,1238.16,772.92,1.7103483621793676,0.15548621474357888,0.3384483861556191
28,9077,outlet,1232.04,773.64,1.376588657642301,0.12514442342202736,0.24630460383395558
29,9096,outlet,1296.96,769.44,1.0556992985470752,0.09597266350427956,0.2831448519753099
30,9111,outlet,1284.72,735.12,1.345566267340355,0.12232420612185045,0.2831448519753099
31,9121,outlet,1333.92,757.68,0.8047359910650425,0.07315781736954931,0.2158042185913276
32,9122,outlet,1333.08,751.56,1.266738747047936,0.11515806791344874,0.2215656910054573
33,9128,outlet,1372.08,754.32,1.184525963860712,0.107684178532792,0.22938100143595808
34,9129,outlet,1371.24,748.2,1.3534917192964637,0.12304470175422398,0.2215656910054573
35,9166,outlet,1365.84,577.08,2.2210501260346147,0.20191364782132862,0.3394112549695425
