,id,type,x_coord,y_coord,total_diff,mean_diff,max_diff
105,8355,outlet,620.28,2037.36,2.8253880665532725,0.25685346059575204,0.3394112549695425
106,8374,outlet,620.4,1995.12,1.0166266071410925,0.09242060064919023,0.2830999735027486
107,8488,outlet,888.12,2160.96,0.28325297867801336,0.025750270788910304,0.2357522064752109
108,8551,outlet,985.32,2132.4,0.0,0.0,0.0
109,8573,outlet,815.16,1979.52,2.1815794468742995,0.19832540426129996,0.3394112549695425
110,8584,outlet,877.08,1979.52,1.2566266071410928,0.11423878246737207,0.2830999735027486
111,8590,outlet,912.84,1979.52,1.9810501260346145,0.18009546600314677,0.3394112549695425
112,8613,outlet,985.32,2034.24,0.0,0.0,0.0
113,8661,outlet,1100.28,1901.64,1.766853185525826,0.16062301686598418,0.2830999735027486
114,8778,outlet,1212.36,1901.64,1.112506181959139,0.101136925632649,0.2830999735027486
115,8786,outlet,1207.08,1866.84,1.7624102641948047,0.16021911492680044,0.2830999735027486
116,8800,outlet,1317.0,1901.64,0.828359414947001,0.07530540135881827,0.2400000000000002
117,8808,outlet,1351.32,1866.84,1.2806109554209648,0.11641917776554225,0.2830999735027486
118,9051,outlet,1105.44,1646.52,0.28325297867801336,0.025750270788910304,0.2357522064752109
119,9087,outlet,1068.24,1356.6,0.28325297867801336,0.025750270788910304,0.2357522064752109
120,9098,outlet,1105.44,1391.4,0.28325297867801336,0.025750270788910304,0.2357522064752109
121,9159,outlet,1207.08,1611.72,1.7624102641948047,0.16021911492680044,0.2830999735027486
122,9176,outlet,1351.32,1611.72,1.2806109554209648,0.11641917776554225,0.2830999735027486
123,9238,outlet,1318.68,1390.92,0.9964641884088268,0.09058765349171152,0.2400000000000002
124,9244,outlet,1351.32,1356.6,1.2806109554209648,0.11641917776554225,0.2830999735027486
125,9358,outlet,1068.24,1101.48,0.28325297867801336,0.025750270788910304,0.2357522064752109
126,9370,outlet,1105.44,1136.28,0.28325297867801336,0.025750270788910304,0.2357522064752109
127,9509,outlet,1351.32,1101.48,1.2806109554209648,0.11641917776554225,0.2830999735027486
128,9589,outlet,1318.68,880.68,0.9964641884088268,0.09058765349171152,0.2400000000000002
129,9858,outlet,1118.16,792.72,1.233570631066141,0.11214278464237645,0.2831448519753099
130,9859,outlet,1124.28,791.88,1.7063973962458974,0.1551270360223543,0.27131142393073393
131,9894,outlet,811.56,585.0,0.7588521799779597,0.06898656181617815,0.2830999735027486
132,9933,outlet,1197.0,785.52,0.7545816473101725,0.06859833157365204,0.18041536317752893
133,9942,outlet,1285.92,779.64,1.681611580723057,0.15287378006573246,0.3384483861556191
134,9951,outlet,1217.76,779.76,1.607014287780451,0.146092207980041,0.3384483861556191
135,9952,outlet,1211.76,780.6,1.4085731017478325,0.12805210015889387,0.24630460383395558
136,9986,outlet,1356.24,765.36,0.0,0.0,0.0
137,10028,outlet,1202.76,585.0,0.7588521799779597,0.06898656181617815,0.2830999735027486
138,10041,outlet,1348.68,585.0,0.7588521799779597,0.06898656181617815,0.2830999735027486
