,id,type,x_coord,y_coord,total_diff,mean_diff,max_diff
0,1802,outlet,325.25,557.18,0.11957136618689646,0.013285707354099606,0.11957136618689646
1,1806,outlet,380.9,415.49,0.11998579797695763,0.01333175533077307,0.11998579797695763
2,1810,outlet,591.5,156.41,0.24876041182415198,0.02764004575823911,0.12877461384719435
3,1812,outlet,609.11,303.86,0.12903526715193658,0.014337251905770731,0.11998579797695763
4,1816,outlet,426.38,159.41,0.3687470450745649,0.04097189389717388,0.23997243122737055
5,1820,outlet,367.49,305.78,0.11998579797695763,0.01333175533077307,0.11998579797695763
6,1822,outlet,369.62,404.27,0.11998579797695763,0.01333175533077307,0.11998579797695763
7,1845,outlet,341.54,611.81,0.23955716416385409,0.026617462684872677,0.11998579797695763
8,1849,outlet,362.78,611.81,0.3687470450745649,0.04097189389717388,0.23997243122737055
9,1853,outlet,385.22,611.81,0.23955716416385409,0.026617462684872677,0.11998579797695763
10,1857,outlet,341.54,541.97,0.23955716416385409,0.026617462684872677,0.11998579797695763
11,1861,outlet,362.78,541.97,0.3687470450745649,0.04097189389717388,0.23997243122737055
12,1865,outlet,385.22,541.97,0.23955716416385409,0.026617462684872677,0.11998579797695763
13,1869,outlet,341.54,472.01,0.11998579797695763,0.01333175533077307,0.11998579797695763
14,1873,outlet,362.78,472.01,0.2490219004023495,0.027669100044705502,0.23997243122737055
15,1877,outlet,385.22,472.01,0.11998579797695763,0.01333175533077307,0.11998579797695763
16,1881,outlet,498.62,472.01,0.12903526715193658,0.014337251905770731,0.11998579797695763
17,1885,outlet,519.86,472.01,0.2490219004023495,0.027669100044705502,0.23997243122737055
18,1889,outlet,542.3,472.01,0.12903526715193658,0.014337251905770731,0.11998579797695763
19,1893,outlet,384.02,361.25,0.3687470450745649,0.04097189389717388,0.23997243122737055
20,1897,outlet,405.14,361.25,0.23955716416385409,0.026617462684872677,0.11998579797695763
21,1901,outlet,427.7,361.25,0.24876041182415198,0.02764004575823911,0.12877461384719435
22,1905,outlet,542.3,361.25,0.24876041182415198,0.02764004575823911,0.12877461384719435
23,1909,outlet,563.54,361.25,0.3687470450745649,0.04097189389717388,0.23997243122737055
24,1913,outlet,585.98,361.25,0.24876041182415198,0.02764004575823911,0.12877461384719435
25,1917,outlet,542.3,291.41,0.24876041182415198,0.02764004575823911,0.12877461384719435
26,1921,outlet,563.54,291.41,0.3687470450745649,0.04097189389717388,0.23997243122737055
27,1925,outlet,585.98,291.41,0.24876041182415198,0.02764004575823911,0.12877461384719435
28,1929,outlet,405.26,291.41,0.23955716416385409,0.026617462684872677,0.11998579797695763
29,1933,outlet,426.5,291.41,0.24876041182415198,0.02764004575823911,0.12877461384719435
30,1937,outlet,448.94,291.41,0.23955716416385409,0.026617462684872677,0.11998579797695763
31,1941,outlet,384.5,291.41,0.23955716416385409,0.026617462684872677,0.11998579797695763
32,1945,outlet,405.26,221.45,0.23955716416385409,0.026617462684872677,0.11998579797695763
33,1949,outlet,426.5,221.45,0.24876041182415198,0.02764004575823911,0.12877461384719435
34,1953,outlet,448.94,221.45,0.23955716416385409,0.026617462684872677,0.11998579797695763
35,1957,outlet,384.5,221.45,0.23955716416385409,0.026617462684872677,0.11998579797695763
36,1961,outlet,498.62,541.97,0.24876041182415198,0.02764004575823911,0.12877461384719435
37,1965,outlet,519.86,541.97,0.3687470450745649,0.04097189389717388,0.23997243122737055
38,1969,outlet,542.3,541.97,0.24876041182415198,0.02764004575823911,0.12877461384719435
39,1973,outlet,477.86,541.97,0.3687470450745649,0.04097189389717388,0.23997243122737055
40,1977,outlet,498.62,611.81,0.24876041182415198,0.02764004575823911,0.12877461384719435
41,1981,outlet,519.86,611.81,0.3687470450745649,0.04097189389717388,0.23997243122737055
42,1985,outlet,542.3,611.81,0.24876041182415198,0.02764004575823911,0.12877461384719435
43,1989,outlet,477.86,611.81,0.3687470450745649,0.04097189389717388,0.23997243122737055
44,2008,outlet,455.42,579.17,0.23955716416385409,0.026617462684872677,0.11998579797695763
45,2012,outlet,467.3,265.37,0.11998579797695763,0.01333175533077307,0.11998579797695763
46,2051,outlet,422.54,659.57,0.12903526715193658,0.014337251905770731,0.11998579797695763
47,2210,outlet,548.54,237.17,0.23955716416385409,0.026617462684872677,0.11998579797695763
48,2315,outlet,565.07,530.42,0.2490219004023495,0.027669100044705502,0.23997243122737055
49,2317,outlet,1010.66,774.05,0.2490219004023495,0.027669100044705502,0.23997243122737055
50,2322,outlet,1011.02,699.65,0.23955716416385409,0.026617462684872677,0.11998579797695763
51,2334,outlet,1011.02,672.41,0.23955716416385409,0.026617462684872677,0.11998579797695763
