,id,type,x_coord,y_coord,total_diff,mean_diff,max_diff
0,6127,outlet,639.419,1788.4415,6.750783117248986,0.39710488924994036,0.6446067629780607
1,6129,outlet,639.8985,1782.1445,5.757373234913839,0.3386690138184611,0.5990000000000002
2,6131,outlet,826.019,1658.4165,5.694824265302626,0.33498966266486035,0.593
3,6149,outlet,665.5195,1788.4415,5.677621476331348,0.333977733901844,0.5292201657980602
4,6151,outlet,665.6985,1782.1445,5.756792009535782,0.3386348240903401,0.5990000000000002
5,6153,outlet,691.3185,1788.4415,5.677004168480905,0.33394142167534735,0.5301743917699184
6,6155,outlet,691.499,1782.1445,5.696166126683785,0.3350685956872815,0.5999999999999996
7,6157,outlet,643.0785,1873.102,4.714647407002182,0.2773322004118931,0.4907332956896031
8,6159,outlet,643.259,1866.8615,5.606219835890082,0.3297776374052989,0.5999999999999996
9,6161,outlet,639.658,1957.819,5.834800416480946,0.3432235539106439,0.604648572091735
10,6163,outlet,639.8985,1951.5785,5.642070194660065,0.33188648203882737,0.5990000000000002
11,6165,outlet,665.6985,1957.819,5.282442390095676,0.31073190529974565,0.5990000000000002
12,6167,outlet,665.819,1951.5785,5.16244880780509,0.3036734592826523,0.5999999999999996
13,6169,outlet,691.4385,1957.819,4.727068140620146,0.2780628318011851,0.4907332956896031
14,6171,outlet,691.6185,1951.5785,5.350709743324849,0.3147476319602852,0.6009999999999991
15,6179,outlet,569.3395,1998.8605,5.502762581851533,0.3236919165795019,0.593
16,6181,outlet,690.779,2029.275,6.76005737959015,0.39765043409353823,0.6446067629780607
17,6191,outlet,762.6585,1941.015,5.323948959927413,0.31317346823102427,0.6009999999999991
18,6197,outlet,569.459,1768.3395,5.6294733317824805,0.3311454901048518,0.593
19,6199,outlet,569.459,1757.7755,5.765784277776665,0.3391637810456862,0.5980073026227029
20,6201,outlet,669.8985,1873.102,5.188450694754032,0.3052029820443548,0.6009999999999991
21,6203,outlet,670.018,1866.8615,5.204149108602053,0.3061264181530619,0.5999999999999996
22,6205,outlet,673.019,2030.4775,5.925008508390788,0.34852991225828167,0.6020000000000003
23,6207,outlet,654.539,2030.4775,6.716092991774161,0.3950642936337742,0.6446067629780607
24,6213,outlet,569.279,1905.3765,5.8394679732854025,0.3434981160756119,0.609
25,6215,outlet,569.279,1894.5775,5.762321957886081,0.3389601151697694,0.593
26,6221,outlet,646.259,1706.902,5.93157660332747,0.34891627078396886,0.6043320865668438
27,6223,outlet,657.178,1706.715,5.366004214107752,0.31564730671222074,0.5999999999999996
28,6250,outlet,826.019,1705.3335,5.078739059731126,0.29874935645477213,0.593
29,6252,outlet,630.0585,2030.4775,6.209909739834235,0.3652888082255432,0.5990000000000002
30,6254,outlet,826.019,1825.3395,5.8540885991585245,0.3443581528916779,0.609
31,6258,outlet,579.779,2030.4775,6.210199553507849,0.365305856088697,0.5999999999999996
32,6260,outlet,750.838,1855.4615,6.583850807339573,0.38728534160821015,0.6058235894387085
33,7351,outlet,763.7385,2055.561,5.656960547668153,0.33276238515695017,0.5990000000000002
34,7353,outlet,745.2585,2055.561,6.175659397290415,0.36327408219355384,0.604648572091735
35,7355,outlet,761.0385,1813.46,4.86006269229495,0.28588604072323237,0.4907332956896031
