,id,type,x_coord,y_coord,total_diff,mean_diff,max_diff
0,6439,outlet,803.5,353.81,0.16575399048866934,0.018417110054296595,0.11960741489920679
1,6441,outlet,601.81,381.98,0.16575399048866934,0.018417110054296595,0.11960741489920679
2,6443,outlet,327.49,492.02,0.38481681297140646,0.042757423663489606,0.22742007073930282
3,6445,outlet,466.78,734.39,0.10955760423820893,0.01217306713757877,0.10955760423820893
4,6447,outlet,422.86,1107.95,0.21771176541569437,0.024190196157299376,0.10955760423820893
5,6449,outlet,327.49,1267.58,0.38481681297140646,0.042757423663489606,0.22742007073930282
6,6451,outlet,359.02,466.25,0.16575399048866934,0.018417110054296595,0.11960741489920679
7,6453,outlet,729.58,353.81,0.17395319467964843,0.01932813274218316,0.12780661909018587
8,6455,outlet,688.66,353.81,0.16575399048866934,0.018417110054296595,0.11960741489920679
9,6457,outlet,438.22,734.39,0.12070816435574416,0.013412018261749351,0.10955760423820893
10,6459,outlet,409.66,734.39,0.12070816435574416,0.013412018261749351,0.10955760423820893
11,6461,outlet,491.14,637.97,0.16575399048866934,0.018417110054296595,0.11960741489920679
12,6463,outlet,406.81,590.42,0.2655509034095891,0.029505655934398786,0.15739674223210365
13,6465,outlet,406.81,1194.02,0.2655509034095891,0.029505655934398786,0.15739674223210365
14,6467,outlet,418.66,637.97,0.16575399048866934,0.018417110054296595,0.11960741489920679
15,6469,outlet,573.31,702.74,0.0,0.0,0.0
16,6471,outlet,443.5,1107.95,0.21771176541569437,0.024190196157299376,0.10955760423820893
17,6473,outlet,464.14,1107.95,0.21771176541569437,0.024190196157299376,0.10955760423820893
18,6475,outlet,484.66,1107.95,0.22916501913741572,0.025462779904157302,0.11960741489920679
19,6498,outlet,406.81,555.74,0.2655509034095891,0.029505655934398786,0.15739674223210365
20,6511,outlet,644.5,1237.61,0.17395319467964843,0.01932813274218316,0.12780661909018587
21,6513,outlet,663.7,464.09,0.2853394024662119,0.031704378051801325,0.23919282687674936
